dataset,task,age_group,race,gender,subgroup_key,model_name,model_set,rank,is_winner,is_runner_up,final_R_bad,R_global_bad,R_local_bad,R_age_bad,R_race_bad,R_gender_bad,score_formula,score_direction,n_total,age_n,race_n,gender_n,intersection_n,lambda_age,lambda_race,lambda_gender,lambda_sum,intersection_lambda
harvard_fairvision,amd,middle-aged,black,female,age_group=middle-aged|race=black|gender=female,urfound_slo,all,8,0,0,0.4232609779516678,0.40805100269930566,0.4322080222177631,0.4550441889121425,0.490079476339784,0.40665081935990716,0.35*FNR + 0.25*FPR + 0.15*ECE + 0.15*(1-AUROC) + 0.1*(1-F1),lower_is_better,3000,1034,371,1764,85,0.3446666666666667,0.12366666666666666,0.588,1.0563333333333333,0.6296296296296297
harvard_fairvision,amd,middle-aged,black,female,age_group=middle-aged|race=black|gender=female,retizero_slo,all,9,0,0,0.4257951302741082,0.4179853664198548,0.4303891090119043,0.45724397992743415,0.46820371145829676,0.4066945772464455,0.35*FNR + 0.25*FPR + 0.15*ECE + 0.15*(1-AUROC) + 0.1*(1-F1),lower_is_better,3000,1034,371,1764,85,0.3446666666666667,0.12366666666666666,0.588,1.0563333333333333,0.6296296296296297
harvard_fairvision,amd,middle-aged,black,female,age_group=middle-aged|race=black|gender=female,mirage_slo,all,10,0,0,0.44449750361398077,0.42533195279128894,0.45577135703909355,0.47945114359780416,0.5264180724238368,0.4270327908772759,0.35*FNR + 0.25*FPR + 0.15*ECE + 0.15*(1-AUROC) + 0.1*(1-F1),lower_is_better,3000,1034,371,1764,85,0.3446666666666667,0.12366666666666666,0.588,1.0563333333333333,0.6296296296296297
harvard_fairvision,amd,middle-aged,black,female,age_group=middle-aged|race=black|gender=female,urfound_oct,all,11,0,0,0.4474074610561612,0.4249706870238165,0.46060556342812864,0.499045885800343,0.5080829306755333,0.4280877649124503,0.35*FNR + 0.25*FPR + 0.15*ECE + 0.15*(1-AUROC) + 0.1*(1-F1),lower_is_better,3000,1034,371,1764,85,0.3446666666666667,0.12366666666666666,0.588,1.0563333333333333,0.6296296296296297
harvard_fairvision,amd,middle-aged,black,female,age_group=middle-aged|race=black|gender=female,visionfm_slo,all,12,0,0,0.45777080257126984,0.4507197225590398,0.461918496696111,0.43553409839344764,0.5505440626537067,0.45874467746407355,0.35*FNR + 0.25*FPR + 0.15*ECE + 0.15*(1-AUROC) + 0.1*(1-F1),lower_is_better,3000,1034,371,1764,85,0.3446666666666667,0.12366666666666666,0.588,1.0563333333333333,0.6296296296296297
harvard_fairvision,amd,middle-aged,black,female,age_group=middle-aged|race=black|gender=female,visionfm_oct,all,13,0,0,0.4702594112091443,0.44472632924373534,0.48527887118879653,0.47513841195698686,0.6538535906962715,0.45576867499175466,0.35*FNR + 0.25*FPR + 0.15*ECE + 0.15*(1-AUROC) + 0.1*(1-F1),lower_is_better,3000,1034,371,1764,85,0.3446666666666667,0.12366666666666666,0.588,1.0563333333333333,0.6296296296296297
harvard_fairvision,amd,middle-aged,black,male,age_group=middle-aged|race=black|gender=male,resnet50_slo_supervised,all,1,1,0,0.40211083235565614,0.38313607935198757,0.41412016969975013,0.420378915756416,0.47024006268858665,0.39203924435877047,0.35*FNR + 0.25*FPR + 0.15*ECE + 0.15*(1-AUROC) + 0.1*(1-F1),lower_is_better,3000,1034,371,1236,79,0.3446666666666667,0.12366666666666666,0.412,0.8803333333333333,0.6124031007751938
harvard_fairvision,amd,middle-aged,black,male,age_group=middle-aged|race=black|gender=male,resnet50_oct_supervised,all,2,0,1,0.40541140958264865,0.37880479167826114,0.42225104116770396,0.43321312418784197,0.49548114889502903,0.3910996141372345,0.35*FNR + 0.25*FPR + 0.15*ECE + 0.15*(1-AUROC) + 0.1*(1-F1),lower_is_better,3000,1034,371,1236,79,0.3446666666666667,0.12366666666666666,0.412,0.8803333333333333,0.6124031007751938
harvard_fairvision,amd,middle-aged,black,male,age_group=middle-aged|race=black|gender=male,ret_clip_slo,all,3,0,0,0.4111896047829223,0.3901165755158039,0.42452696507856685,0.4294259077957254,0.4876317138272809,0.40148702288171007,0.35*FNR + 0.25*FPR + 0.15*ECE + 0.15*(1-AUROC) + 0.1*(1-F1),lower_is_better,3000,1034,371,1236,79,0.3446666666666667,0.12366666666666666,0.412,0.8803333333333333,0.6124031007751938
harvard_fairvision,amd,middle-aged,black,male,age_group=middle-aged|race=black|gender=male,flair_slo,all,4,0,0,0.4118914036766832,0.3894235650805271,0.4261115546869086,0.43665081482286056,0.4844307955724459,0.39978952123293704,0.35*FNR + 0.25*FPR + 0.15*ECE + 0.15*(1-AUROC) + 0.1*(1-F1),lower_is_better,3000,1034,371,1236,79,0.3446666666666667,0.12366666666666666,0.412,0.8803333333333333,0.6124031007751938
